Marital_Status,Application_Type,Application_Order,Academic_Path,Daytime_Attendance,Previous_Qualification,Previous_Qualification_(Grade),Nationality,Admission_Grade,Displaced,Special_Needs,Debtor,Tuition_Current,Gender,Scholarship_Holder,Age_At_Enrollment,1st_Sem_Units_Credited,1st_Sem_Units_Enrolled,1st_Sem_Units_Evaluations,1st_Sem_Units_Approved,1st_Sem_Units_Grade,1st_Sem_Units_Without_Evaluations,2nd_Sem_Units_Credited,2nd_Sem_Units_Enrolled,2nd_Sem_Units_Evaluations,2nd_Sem_Units_Approved,2nd_Sem_Units_Grade,2nd_Sem_Units_Without_Evaluations,Unemployment_Rate,Inflation_Rate,GDP,Dropped_Out
single,Change of course and/or institution,Second Choice,Management,0,Secondary education,133.1,Portuguese,136.1,0,0,0,1,Male,1,42,0,5,14,1,10.0,0,0,5,14,1,11.0,0,13.9,-0.3,0.79,1
single,Over 23 years old,Second Choice,Agronomy,1,Below Secondary,133.1,Portuguese,134.3,0,0,0,1,Male,0,25,0,6,15,1,11.0,0,0,6,13,4,11.75,0,12.4,0.5,1.79,1
single,3rd phase - general contingent,Second Choice,Journalism and Communication,1,Secondary education,167.0,Portuguese,153.0,1,0,0,1,Male,1,18,0,6,6,1,11.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,1
single,1st Phase,Second Choice,Journalism and Communication,1,Secondary education,140.0,Portuguese,132.0,0,0,0,1,Male,1,18,0,6,6,5,12.0,0,0,6,6,6,12.833333333333334,0,12.7,3.7,-1.7,0
single,1st Phase,Third Choice,Social Service,1,Secondary education,124.0,Portuguese,129.6,1,0,0,1,Male,0,19,0,6,10,6,11.125,0,0,6,7,6,11.857142857142858,0,7.6,2.6,0.32,0
single,Change of course and/or institution,Second Choice,Veterinary Nursing,1,Secondary education,110.0,Portuguese,105.0,0,0,1,0,Male,0,34,2,6,13,3,11.333333333333334,0,0,6,8,2,11.5,0,13.9,-0.3,0.79,1
single,2nd phase - general contingent,Third Choice,Journalism and Communication,1,Secondary education,150.0,Portuguese,130.8,0,0,0,1,Male,0,20,0,6,15,2,12.0,0,0,6,12,0,0.0,0,10.8,1.4,1.74,1
single,1st Phase,Second Choice,Nursing,1,Secondary education,123.0,Portuguese,119.7,0,0,0,1,Male,0,20,0,7,8,0,0.0,1,0,7,7,0,0.0,0,13.9,-0.3,0.79,1
single,2nd phase - general contingent,Second Choice,Nursing,1,Secondary education,152.0,Portuguese,132.5,0,0,0,1,Male,0,21,0,8,8,7,14.54,0,0,8,8,7,14.54,0,10.8,1.4,1.74,0
single,Diploma Holder,Second Choice,Agronomy,1,Technological specialization course,130.0,Portuguese,130.0,1,0,0,1,Male,0,19,0,6,9,6,12.166666666666666,0,0,6,14,4,13.0,0,12.4,0.5,1.79,0
single,Over 23 years old,Second Choice,Veterinary Nursing,1,Secondary education,133.1,Portuguese,120.0,0,0,1,0,Male,0,31,0,5,13,4,13.5,1,0,5,12,3,11.666666666666666,1,9.4,-0.8,-3.12,1
single,2nd phase - general contingent,Second Choice,Advertising and Marketing Management,1,Secondary education,133.1,Portuguese,150.0,0,0,0,1,Male,0,21,0,6,8,6,14.75,0,0,6,9,5,14.333333333333334,0,11.1,0.6,2.02,0
single,1st Phase,Second Choice,Management,1,Secondary education,124.0,Portuguese,115.6,0,0,0,1,Male,1,20,0,5,8,5,12.375,0,0,5,7,5,11.666666666666666,0,13.9,-0.3,0.79,0
single,Change of course and/or institution,Third Choice,Nursing,1,Frequency of higher education,119.1,Portuguese,119.1,0,0,0,1,Male,0,22,0,7,7,6,12.733333333333334,0,0,7,7,6,12.733333333333334,0,7.6,2.6,0.32,0
single,1st Phase,Third Choice,Communication Design,1,Secondary education,128.0,Portuguese,123.5,1,1,0,0,Male,0,19,0,6,9,4,12.5,0,0,6,6,0,0.0,0,9.4,-0.8,-3.12,1
single,Over 23 years old,Second Choice,Equinculture,1,Secondary education,133.1,Portuguese,120.0,1,0,1,0,Male,0,41,0,5,5,0,0.0,1,0,5,5,0,0.0,5,12.7,3.7,-1.7,1
single,Change of course and/or institution,Second Choice,Nursing,1,Below Secondary,133.1,Portuguese,110.0,1,0,0,1,Male,0,27,0,7,7,0,0.0,6,0,7,7,0,0.0,6,7.6,2.6,0.32,1
single,2nd phase - general contingent,Second Choice,Nursing,1,Secondary education,145.0,Portuguese,131.4,0,0,0,1,Female,0,19,0,7,7,7,13.44285714285714,0,0,8,8,7,13.771428571428572,0,13.9,-0.3,0.79,1
single,3rd phase - general contingent,Third Choice,Nursing,1,Secondary education,141.0,Other,126.8,1,0,0,1,Female,1,20,0,8,8,8,14.2,0,0,8,8,8,14.2,0,9.4,-0.8,-3.12,0
single,Change of course and/or institution,Other,Nursing,1,Frequency of higher education,118.9,Portuguese,118.9,1,0,0,1,Female,1,19,0,7,7,6,13.55,0,0,7,7,6,13.55,0,7.6,2.6,0.32,0
married,Over 23 years old,Second Choice,Management,0,Secondary education,160.0,Portuguese,160.0,0,0,0,1,Female,0,35,0,5,5,5,11.6,0,0,5,6,5,11.166666666666666,0,15.5,2.8,-4.06,0
single,2nd phase - general contingent,Other,Journalism and Communication,1,Secondary education,111.0,Portuguese,115.9,1,0,0,1,Female,0,22,0,6,7,6,13.571428571428571,0,0,6,7,6,15.285714285714286,0,13.9,-0.3,0.79,0
single,1st Phase,Third Choice,Tourism,1,Secondary education,111.0,Portuguese,109.3,1,0,0,1,Female,1,20,0,6,6,6,13.833333333333334,0,0,6,6,6,15.0,0,11.1,0.6,2.02,0
single,1st Phase,Second Choice,Advertising and Marketing Management,1,Secondary education,123.0,Portuguese,113.9,1,0,1,0,Female,0,18,0,6,7,4,11.25,0,0,6,9,4,10.857142857142858,0,10.8,1.4,1.74,1
single,1st Phase,Second Choice,Social Service,1,Secondary education,133.0,Portuguese,121.8,1,0,0,1,Female,1,18,0,6,7,5,10.2,0,0,6,9,4,11.25,0,12.4,0.5,1.79,0
single,Holders of other higher courses,Second Choice,Nursing,1,Higher education - degree,140.0,Portuguese,140.0,0,0,0,1,Female,0,30,0,8,8,7,15.675714285714283,0,0,8,8,7,15.675714285714283,0,10.8,1.4,1.74,0
single,3rd phase - general contingent,Second Choice,Social Service,1,Secondary education,122.0,Portuguese,114.7,0,0,1,1,Female,1,18,0,6,9,6,10.833333333333334,0,0,6,8,6,12.0,0,11.1,0.6,2.02,0
single,1st Phase,Second Choice,Tourism,1,Secondary education,128.0,Portuguese,120.0,1,0,0,1,Female,1,20,0,6,6,6,14.5,0,0,6,7,5,15.0,0,12.4,0.5,1.79,0
single,1st Phase,Second Choice,Social Service,1,Secondary education,108.0,Portuguese,107.3,0,1,0,1,Female,1,19,0,6,12,4,10.4,0,0,6,11,4,10.75,0,12.4,0.5,1.79,0
single,2nd phase - general contingent,Second Choice,Veterinary Nursing,1,Secondary education,139.0,Portuguese,136.2,0,0,0,1,Female,0,19,0,5,7,5,13.0,1,0,5,7,5,13.333333333333334,0,7.6,2.6,0.32,0
single,1st Phase,Third Choice,Oral Hygiene,1,Secondary education,130.0,Portuguese,119.5,1,0,0,1,Female,1,21,0,7,7,7,12.242857142857144,0,0,8,8,8,14.125,0,15.5,2.8,-4.06,0
single,3rd phase - general contingent,Second Choice,Basic Education,1,Secondary education,133.1,Portuguese,106.0,1,0,1,1,Female,0,21,0,7,7,7,13.0,0,0,7,8,6,12.5,0,8.9,1.4,3.51,0
single,1st Phase,Other,Advertising and Marketing Management,1,Secondary education,130.0,Portuguese,124.1,1,0,0,1,Female,0,18,0,6,6,6,14.166666666666666,0,0,6,7,6,13.428571428571429,0,8.9,1.4,3.51,0
single,1st Phase,Other,Management,1,Secondary education,143.0,Portuguese,133.2,1,0,0,1,Female,1,18,0,5,11,4,14.25,0,0,5,7,4,12.5,0,12.7,3.7,-1.7,0
divorced,Over 23 years old,Second Choice,Veterinary Nursing,1,Secondary education,110.0,Portuguese,110.0,0,0,0,0,Female,0,35,0,5,14,1,12.0,2,0,5,11,2,10.5,1,9.4,-0.8,-3.12,1
single,1st Phase,Other,Nursing,1,Secondary education,120.0,Other,114.8,1,0,0,1,Female,0,21,0,7,11,4,13.25,0,0,7,9,5,13.82,0,11.1,0.6,2.02,0
single,1st Phase,Second Choice,Nursing,1,Secondary education,140.0,Portuguese,130.0,1,0,0,1,Male,1,18,0,7,7,6,13.183333333333332,0,0,7,7,6,13.183333333333332,0,7.6,2.6,0.32,0
single,2nd phase - general contingent,Other,Communication Design,1,Secondary education,125.0,Portuguese,122.6,1,0,0,1,Male,0,22,0,6,6,1,11.0,0,0,6,6,0,0.0,0,9.4,-0.8,-3.12,0
single,2nd phase - general contingent,Second Choice,Nursing,1,Secondary education,134.0,Portuguese,133.5,1,0,0,1,Male,1,20,0,7,8,7,11.9725,0,0,8,8,8,12.65125,0,15.5,2.8,-4.06,0
married,Over 23 years old,Second Choice,Tourism,1,Secondary education,130.0,Portuguese,120.0,1,0,0,1,Female,0,34,0,6,7,5,12.4,0,0,6,8,5,12.8,0,9.4,-0.8,-3.12,0
married,Holders of other higher courses,Second Choice,Management,1,Higher education - degree,120.0,Portuguese,120.0,0,0,0,1,Female,0,33,3,8,9,5,12.6,2,2,7,13,5,11.25,0,10.8,1.4,1.74,0
single,1st Phase,Other,Nursing,1,Secondary education,142.0,Portuguese,137.3,1,0,0,1,Female,1,22,0,7,7,6,13.9,0,0,7,7,6,13.9,0,7.6,2.6,0.32,0
single,2nd phase - general contingent,Other,Tourism,1,Secondary education,127.0,Portuguese,123.5,1,0,0,1,Female,1,20,0,6,11,4,11.5,0,0,6,12,3,11.0,0,7.6,2.6,0.32,0
married,Over 23 years old,Second Choice,Management,1,Secondary education,140.0,Portuguese,131.8,0,0,0,1,Female,0,35,0,5,6,4,14.2,0,0,5,10,4,11.857142857142858,0,10.8,1.4,1.74,0
married,Over 23 years old,Second Choice,Management,1,Secondary education,140.0,Portuguese,130.0,1,0,0,0,Female,0,39,0,5,12,3,10.666666666666666,2,0,5,15,3,10.666666666666666,0,9.4,-0.8,-3.12,1
single,3rd phase - general contingent,Other,Nursing,1,Secondary education,142.0,Portuguese,128.0,1,0,0,0,Female,0,19,0,7,14,0,0.0,0,0,8,0,0,0.0,0,11.1,0.6,2.02,1
divorced,Over 23 years old,Second Choice,Tourism,1,Secondary education,120.0,Portuguese,95.0,0,0,0,1,Female,1,36,0,6,10,6,11.0,0,0,6,14,3,11.333333333333334,0,10.8,1.4,1.74,0
single,1st Phase,Third Choice,Nursing,1,Secondary education,124.0,Portuguese,116.0,1,0,0,1,Female,1,21,0,8,8,7,13.957142857142856,0,0,8,8,7,13.957142857142856,0,12.7,3.7,-1.7,0
single,1st Phase,Second Choice,Social Service,1,Secondary education,157.0,Portuguese,136.7,1,0,0,1,Female,0,22,0,6,11,4,12.5,1,0,6,13,3,13.666666666666666,0,9.4,-0.8,-3.12,0
married,Over 23 years old,Second Choice,Social Service,1,Secondary education,126.6,Portuguese,107.5,0,0,1,1,Female,1,42,0,6,8,6,13.333333333333334,0,0,6,7,6,15.285714285714286,0,11.1,0.6,2.02,0
single,Over 23 years old,Second Choice,Informatics Engineering,1,Secondary education,110.0,Portuguese,108.4,1,0,0,1,Female,0,34,0,5,5,0,0.0,0,0,5,6,0,0.0,0,10.8,1.4,1.74,1
single,2nd phase - general contingent,Second Choice,Journalism and Communication,1,Secondary education,144.0,Portuguese,130.7,1,0,0,1,Female,0,20,0,6,9,6,11.666666666666666,0,0,6,8,5,11.6,0,7.6,2.6,0.32,0
married,Diploma Holder,Second Choice,Social Service,0,Technological specialization course,160.0,Portuguese,155.9,0,0,0,1,Female,0,33,3,6,7,6,15.714285714285714,0,2,6,7,6,15.5,0,13.9,-0.3,0.79,0
single,1st Phase,Other,Tourism,1,Secondary education,105.0,Portuguese,106.1,1,0,0,1,Female,0,20,0,6,8,5,11.0,0,0,6,9,5,11.4,0,13.9,-0.3,0.79,0
single,1st Phase,Third Choice,Advertising and Marketing Management,1,Secondary education,130.0,Portuguese,128.6,1,0,1,1,Female,0,19,0,5,8,4,12.25,0,0,5,7,4,12.75,2,7.6,2.6,0.32,0
married,Change of course and/or institution,Second Choice,Management,0,Higher education - degree,140.0,Portuguese,140.0,0,0,1,1,Female,0,34,4,10,25,5,12.2,0,3,9,18,8,12.22222222222222,0,16.2,0.3,-0.92,1
single,1st Phase,Second Choice,Management,1,Secondary education,138.0,Portuguese,145.0,1,0,0,1,Female,0,18,0,5,6,5,13.0,0,0,5,5,5,14.0,0,7.6,2.6,0.32,0
single,2nd phase - general contingent,Second Choice,Social Service,0,Secondary education,120.0,Portuguese,113.0,0,0,0,1,Female,1,24,0,6,11,4,12.0,0,0,6,7,6,13.0,0,10.8,1.4,1.74,0
single,1st Phase,Second Choice,Basic Education,1,Secondary education,135.0,Portuguese,137.1,1,0,0,1,Female,0,18,0,6,6,6,13.333333333333334,0,0,6,7,6,12.333333333333334,0,7.6,2.6,0.32,0
single,1st Phase,Second Choice,Advertising and Marketing Management,1,Secondary education,119.0,Portuguese,119.7,1,0,0,1,Female,0,20,0,5,6,3,13.0,0,0,5,7,3,13.0,1,7.6,2.6,0.32,0
single,2nd phase - general contingent,Second Choice,Nursing,1,Secondary education,121.0,Portuguese,120.5,1,0,0,1,Female,0,21,0,8,8,7,12.91,0,0,8,8,7,12.91,0,10.8,1.4,1.74,0
single,1st Phase,Other,Social Service,1,Secondary education,126.0,Portuguese,125.7,1,0,0,1,Female,1,19,0,6,8,6,11.0,0,0,6,13,3,11.0,0,9.4,-0.8,-3.12,0
single,2nd phase - general contingent,Other,Nursing,1,Secondary education,132.0,Portuguese,125.5,0,0,0,1,Female,1,19,0,7,8,6,13.579999999999998,0,0,8,8,8,12.93625,0,15.5,2.8,-4.06,0
single,1st Phase,Second Choice,Social Service,1,Secondary education,128.0,Portuguese,124.5,1,0,0,1,Female,1,18,0,6,10,4,12.4,0,0,6,8,6,12.5,0,12.4,0.5,1.79,0
divorced,Over 23 years old,Second Choice,Social Service,0,Secondary education,160.0,Portuguese,126.0,0,0,0,1,Female,1,38,4,9,13,8,12.88888888888889,0,2,7,9,7,13.0,0,13.9,-0.3,0.79,0
single,1st Phase,Second Choice,Animation and Multimedia Design,1,Secondary education,125.0,Portuguese,136.2,1,0,1,1,Male,0,21,6,12,12,11,11.545454545454543,0,4,11,18,9,11.7,1,8.9,1.4,3.51,0
single,Change of course and/or institution,Second Choice,Management,1,Secondary education,127.0,Other,124.2,1,0,0,1,Male,0,23,0,5,6,1,10.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,0
single,2nd phase - general contingent,Other,Nursing,1,Secondary education,147.0,Portuguese,138.5,1,0,0,1,Female,0,19,0,8,8,8,14.34125,0,0,8,8,8,14.34125,0,9.4,-0.8,-3.12,0
single,1st Phase,Third Choice,Journalism and Communication,1,Secondary education,130.0,Portuguese,122.3,1,0,1,0,Female,0,18,0,6,8,6,14.142857142857142,0,0,6,6,5,12.0,0,13.9,-0.3,0.79,1
single,1st Phase,Other,Animation and Multimedia Design,1,Secondary education,134.0,Portuguese,126.0,1,0,0,1,Female,1,18,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,0
single,Over 23 years old,Second Choice,Agronomy,1,Secondary education,140.0,Portuguese,135.4,1,0,0,1,Female,0,24,0,6,10,5,11.8,0,0,6,13,4,11.25,0,12.4,0.5,1.79,0
single,1st Phase,Second Choice,Journalism and Communication,1,Secondary education,151.0,Other,146.5,0,0,0,1,Female,1,18,0,6,6,6,13.333333333333334,0,0,6,6,6,14.166666666666666,0,12.7,3.7,-1.7,0
single,1st Phase,Second Choice,Equinculture,1,Secondary education,132.0,Portuguese,121.9,1,0,0,1,Female,0,18,0,6,8,6,14.5,0,0,6,9,6,12.857142857142858,0,13.9,-0.3,0.79,0
single,Holders of other higher courses,Second Choice,Management,0,Higher education - degree (1st cycle),130.0,Portuguese,130.0,0,0,0,1,Female,0,26,5,10,13,8,12.666666666666666,0,5,10,12,10,13.4,0,11.1,0.6,2.02,0
single,1st Phase,Second Choice,Management,1,Secondary education,126.0,Portuguese,115.2,0,0,1,1,Female,0,19,0,5,13,1,10.0,0,0,5,8,2,10.0,0,12.4,0.5,1.79,0
single,3rd phase - general contingent,Other,Advertising and Marketing Management,1,Secondary education,119.0,Portuguese,115.2,1,0,0,1,Female,1,19,0,6,10,0,0.0,0,0,6,6,0,0.0,0,12.7,3.7,-1.7,1
single,1st Phase,Second Choice,Tourism,1,Secondary education,123.0,Portuguese,125.1,0,0,0,1,Female,0,19,0,6,12,4,11.0,0,0,6,6,4,12.5,0,16.2,0.3,-0.92,0
single,1st Phase,Second Choice,Equinculture,1,Secondary education,106.0,Portuguese,108.0,1,0,1,1,Female,0,20,0,5,10,2,12.0,2,0,5,9,4,11.0,0,9.4,-0.8,-3.12,1
single,1st Phase,Other,Tourism,1,Secondary education,121.0,Portuguese,125.9,1,0,0,1,Female,0,22,0,6,10,4,10.0,0,0,6,12,2,13.5,0,9.4,-0.8,-3.12,0
single,1st Phase,Third Choice,Nursing,1,Secondary education,138.0,Portuguese,128.0,1,0,0,1,Female,0,19,0,7,7,7,14.20857142857143,0,0,8,9,8,15.127777777777778,0,11.1,0.6,2.02,0
single,1st Phase,Other,Nursing,1,Secondary education,118.0,Portuguese,113.5,1,0,0,1,Female,0,20,0,7,7,7,14.30714285714286,0,0,8,8,8,15.0125,0,12.4,0.5,1.79,0
married,Over 23 years old,Second Choice,Management,1,Secondary education,120.0,Portuguese,124.6,0,0,0,1,Female,0,36,0,5,8,3,11.0,0,0,5,12,4,13.375,0,10.8,1.4,1.74,0
single,Over 23 years old,Second Choice,Basic Education,1,Below Secondary,133.1,Portuguese,116.0,1,0,0,1,Female,0,29,0,7,14,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,1
single,2nd phase - general contingent,Other,Social Service,1,Secondary education,141.0,Portuguese,124.9,1,0,0,1,Female,0,19,0,6,10,6,12.0,0,0,6,12,4,11.0,0,12.7,3.7,-1.7,0
facto union,Over 23 years old,Second Choice,Management,1,Secondary education,180.0,Portuguese,140.5,0,0,1,0,Female,0,24,0,5,0,0,0.0,0,0,5,0,0,0.0,0,13.9,-0.3,0.79,1
facto union,Over 23 years old,Second Choice,Agronomy,1,Secondary education,180.0,Portuguese,179.6,0,0,1,0,Female,0,27,0,6,6,0,0.0,0,0,6,7,0,0.0,0,8.9,1.4,3.51,1
single,2nd phase - general contingent,Second Choice,Journalism and Communication,1,Secondary education,115.0,Portuguese,116.1,1,0,0,1,Female,1,18,0,6,7,6,13.857142857142858,0,0,6,7,6,14.285714285714286,0,13.9,-0.3,0.79,0
single,2nd phase - general contingent,Third Choice,Animation and Multimedia Design,1,Secondary education,142.0,Portuguese,139.4,1,0,0,1,Female,1,18,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,0
single,2nd phase - general contingent,Other,Oral Hygiene,1,Secondary education,135.0,Portuguese,129.0,1,0,0,1,Female,0,21,0,7,0,0,0.0,0,0,7,0,0,0.0,0,12.7,3.7,-1.7,1
married,Over 23 years old,Second Choice,Advertising and Marketing Management,1,Secondary education,150.0,Portuguese,135.6,0,0,0,1,Female,1,43,0,6,8,5,11.0,0,0,6,9,5,13.0,0,12.4,0.5,1.79,0
single,Change of course and/or institution,Second Choice,Management,1,Secondary education,153.0,Portuguese,147.8,0,0,0,1,Female,1,18,0,5,9,5,13.2,0,0,5,13,5,14.4,5,16.2,0.3,-0.92,0
single,3rd phase - general contingent,Second Choice,Veterinary Nursing,1,Secondary education,153.0,Portuguese,138.0,1,0,0,1,Female,1,21,0,6,7,6,13.5,0,0,6,6,3,15.333333333333334,0,8.9,1.4,3.51,1
single,Holders of other higher courses,Second Choice,Management,1,Higher education - degree,150.0,Portuguese,150.0,0,0,0,1,Female,0,26,0,5,5,0,0.0,0,0,5,0,0,0.0,0,9.4,-0.8,-3.12,1
single,1st Phase,Other,Nursing,1,Secondary education,144.0,Portuguese,130.8,1,0,0,1,Female,1,19,0,8,8,7,14.214285714285714,0,0,8,8,7,14.214285714285714,0,12.7,3.7,-1.7,0
single,1st Phase,Second Choice,Veterinary Nursing,1,Secondary education,130.0,Portuguese,122.6,0,0,0,1,Female,0,18,0,5,5,5,13.0,0,0,5,5,5,12.4,0,7.6,2.6,0.32,0
single,1st Phase,Second Choice,Journalism and Communication,1,Secondary education,125.0,Portuguese,119.1,1,0,0,1,Female,0,22,0,6,13,2,12.0,0,0,6,14,1,10.0,0,9.4,-0.8,-3.12,1
single,Over 23 years old,Second Choice,Nursing,1,Below Secondary,133.1,Portuguese,111.8,1,0,0,1,Female,0,27,0,7,0,0,0.0,0,0,8,0,0,0.0,0,11.1,0.6,2.02,1
single,1st Phase,Other,Management,1,Secondary education,133.0,Portuguese,125.0,1,0,0,1,Female,0,18,0,5,6,5,12.8,1,0,5,6,5,12.6,0,9.4,-0.8,-3.12,0
single,2nd phase - general contingent,Second Choice,Veterinary Nursing,1,Secondary education,140.0,Portuguese,129.9,0,0,0,1,Female,0,19,0,5,11,4,13.6,2,0,5,9,4,12.2,0,9.4,-0.8,-3.12,0
single,2nd phase - general contingent,Other,Nursing,1,Secondary education,133.0,Portuguese,131.1,1,0,0,1,Female,0,18,0,7,7,7,13.971428571428572,0,0,8,8,8,15.75,0,13.9,-0.3,0.79,0
single,1st Phase,Second Choice,Veterinary Nursing,1,Secondary education,154.0,Portuguese,141.4,0,0,0,1,Female,1,19,0,6,8,6,15.0,0,0,6,9,6,14.857142857142858,0,11.1,0.6,2.02,0
single,Over 23 years old,Second Choice,Veterinary Nursing,1,Secondary education,133.1,Portuguese,120.0,0,0,0,0,Female,0,32,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,1
single,Transfer,Second Choice,Nursing,1,Secondary education,168.0,Portuguese,133.4,1,0,0,1,Female,0,23,20,26,27,26,15.07777777777778,0,14,17,17,17,15.023529411764704,0,15.5,2.8,-4.06,0
single,2nd phase - general contingent,Other,Nursing,1,Secondary education,132.0,Portuguese,127.3,1,0,0,1,Female,0,20,0,7,7,6,13.383333333333333,0,0,7,7,6,13.383333333333333,0,7.6,2.6,0.32,0
single,1st Phase,Second Choice,Animation and Multimedia Design,1,Secondary education,133.1,Portuguese,131.8,1,0,1,1,Female,0,20,6,12,12,12,13.25,0,4,11,16,10,13.090909090909092,0,8.9,1.4,3.51,0
single,2nd phase - general contingent,Second Choice,Social Service,1,Secondary education,120.0,Portuguese,114.8,1,0,1,0,Female,0,19,0,6,10,5,11.714285714285714,0,0,6,13,2,10.666666666666666,0,16.2,0.3,-0.92,1
single,1st Phase,Other,Nursing,1,Secondary education,150.0,Portuguese,132.8,1,0,0,1,Female,1,18,0,8,8,8,13.01125,0,0,8,8,8,13.01125,0,9.4,-0.8,-3.12,0
single,Diploma Holder,Second Choice,Agronomy,1,Technological specialization course,140.0,Portuguese,140.0,0,0,0,1,Female,0,21,0,6,12,3,10.666666666666666,2,0,6,12,4,12.0,0,15.5,2.8,-4.06,1
single,1st Phase,Second Choice,Nursing,1,Secondary education,103.0,Portuguese,108.3,0,0,0,1,Female,1,20,0,7,14,0,0.0,0,0,7,15,0,0.0,0,11.1,0.6,2.02,0
single,Diploma Holder,Second Choice,Veterinary Nursing,1,Technological specialization course,150.0,Portuguese,150.0,1,0,0,1,Female,0,22,1,6,9,6,13.0,0,1,6,18,3,12.666666666666666,0,12.4,0.5,1.79,0
single,Diploma Holder,Second Choice,Management,0,Technological specialization course,160.0,Portuguese,160.0,0,0,0,1,Female,0,26,0,5,5,5,12.0,0,0,5,7,5,11.4,0,12.7,3.7,-1.7,0
single,1st Phase,Second Choice,Communication Design,1,Secondary education,131.0,Portuguese,131.7,1,0,0,1,Female,0,20,0,6,6,6,12.166666666666666,0,0,6,7,5,13.8,0,12.7,3.7,-1.7,0
single,1st Phase,Second Choice,Nursing,1,Secondary education,114.0,Portuguese,112.6,1,0,0,1,Female,0,19,0,7,10,6,11.85,0,0,8,10,7,13.65,0,16.2,0.3,-0.92,0
single,Over 23 years old,Second Choice,Management,0,Secondary education,120.0,Portuguese,111.1,0,0,0,1,Female,0,31,0,5,8,4,11.0,0,0,5,6,5,11.2,0,7.6,2.6,0.32,0
single,Change of course and/or institution,Other,Nursing,1,Secondary education,140.0,Portuguese,127.5,1,0,1,1,Female,1,20,0,7,9,7,12.327777777777778,0,0,8,10,8,11.736,0,15.5,2.8,-4.06,0
single,Change of course and/or institution,Second Choice,Veterinary Nursing,1,Secondary education,130.0,Portuguese,120.2,1,0,0,1,Female,0,20,0,5,9,4,12.0,0,0,5,10,5,13.428571428571429,1,10.8,1.4,1.74,0
single,2nd phase - general contingent,Other,Nursing,1,Secondary education,121.0,Portuguese,118.9,1,0,0,1,Female,0,21,0,7,7,7,14.428571428571429,0,0,8,9,8,14.511111111111113,0,16.2,0.3,-0.92,0
single,1st Phase,Other,Nursing,1,Secondary education,130.0,Portuguese,119.9,1,0,0,1,Female,0,18,0,7,7,7,13.78,0,0,8,8,8,12.6125,0,12.4,0.5,1.79,0
single,2nd phase - general contingent,Third Choice,Nursing,1,Secondary education,141.0,Portuguese,127.3,1,0,0,1,Female,1,19,0,7,7,6,13.8,0,0,7,7,6,13.8,0,7.6,2.6,0.32,0
single,1st Phase,Second Choice,Basic Education,1,Secondary education,131.0,Portuguese,127.9,1,0,0,1,Female,1,18,0,7,7,7,14.857142857142858,0,0,7,7,7,15.142857142857142,0,13.9,-0.3,0.79,0
divorced,Over 23 years old,Second Choice,Journalism and Communication,1,Below Secondary,133.1,Portuguese,133.0,0,0,0,1,Female,0,40,0,6,8,5,13.0,0,0,6,7,5,12.6,0,16.2,0.3,-0.92,0
single,2nd phase - general contingent,Other,Social Service,1,Secondary education,117.0,Portuguese,114.6,0,0,0,1,Female,1,18,0,6,7,6,12.142857142857142,0,0,6,6,6,13.333333333333334,0,13.9,-0.3,0.79,0
single,1st Phase,Third Choice,Veterinary Nursing,1,Secondary education,151.0,Portuguese,144.5,1,0,0,1,Female,0,18,0,6,7,6,15.666666666666666,0,0,6,6,6,14.833333333333334,0,8.9,1.4,3.51,0
single,2nd phase - general contingent,Second Choice,Nursing,1,Secondary education,131.0,Portuguese,125.4,1,0,0,1,Female,0,19,0,7,13,5,12.5,0,0,8,14,7,12.166666666666666,0,15.5,2.8,-4.06,0
single,2nd phase - general contingent,Second Choice,Social Service,1,Secondary education,145.0,Portuguese,145.0,0,0,0,1,Female,1,19,0,6,7,6,12.833333333333334,0,0,6,6,6,13.166666666666666,0,12.4,0.5,1.79,0
single,Over 23 years old,Second Choice,Agronomy,1,Secondary education,135.0,Portuguese,138.1,0,0,1,0,Female,0,28,0,6,6,0,0.0,0,0,6,7,0,0.0,0,8.9,1.4,3.51,1
single,2nd phase - general contingent,Second Choice,Communication Design,1,Secondary education,119.0,Portuguese,124.6,1,0,0,1,Female,0,20,0,6,6,6,12.5,0,0,6,6,6,12.666666666666666,0,7.6,2.6,0.32,0
single,1st Phase,Third Choice,Journalism and Communication,1,Secondary education,122.0,Portuguese,130.8,1,0,0,1,Female,0,18,0,6,14,4,11.25,0,0,6,9,5,13.0,0,9.4,-0.8,-3.12,0
single,1st Phase,Third Choice,Nursing,1,Secondary education,155.0,Portuguese,140.5,1,0,0,1,Female,0,18,0,7,7,6,15.25,0,0,7,7,6,15.25,0,7.6,2.6,0.32,0
single,1st Phase,Second Choice,Veterinary Nursing,1,Secondary education,123.0,Portuguese,124.1,1,0,0,1,Female,1,20,0,5,13,5,14.0,2,0,5,10,3,12.0,1,9.4,-0.8,-3.12,0
